fulldate,date,post_frequency,year,month,day,hour,dow,Wkend,dowNum,permalink,post,theme,type,countries,posted,total_reach,paid_reach,viral_reach,impressions,paid_impressions,engaged_users,engagement_rate,comments,likes,shares,link_clicks,photo_views,video_plays,other_clicks,interactions
14-May,14-May,1,2015,5,14,8,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153259824924076:0,Saying yes to breezy days at the beach.  Shop scarf: http://brstyl.es/1bATFF0 Shop hat: http://brstyl.es/1P3KMk5,Product,Photo,,5/14/2015 8:57,9464,0,,14107,0,526,0.06,,252,7,15,259,,36,259
15-May,15-May,1,2015,5,15,9,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153262037869076:0,What we're wearing to brunch this weekend. Inspo c/o 9to5 Chic  Shop Dress: http://brstyl.es/1IFzwKJ,Influencer,Photo,,5/15/2015 9:53,9824,0,,15546,0,440,0.05,3,127,7,55,248,,50,137
16-May,16-May,1,2015,5,16,8,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153264663904076:0,"Style tip: Mix unexpected color combos, like cobalt blue and blush for a striking look.   Shop blazer: http://brstyl.es/1HnajWC Shop backpack: http://brstyl.es/1HjSlS4",Product,Photo,,5/16/2015 8:56,9600,0,,14799,0,470,0.05,2,175,6,29,258,,33,183
17-May,17-May,1,2015,5,17,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153264664679076:0,Sunday style vibes with our fave boyfriend jeans. http://brstyl.es/1PTA41X,Product,Photo,,5/17/2015 9:00,14904,0,,24040,0,771,0.05,11,357,12,60,356,,106,380
18-May,18-May,2,2015,5,18,13,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153270727334076:0,Following in Get Your CHIC On's footsteps and adding a pop (or two!) of red. #thenewBR http://brstyl.es/1ebN1qz,Influencer,Photo,,5/18/2015 13:30,20136,0,,32587,0,1309,0.07,11,609,29,171,507,,251,649
18-May,18-May,2,2015,5,18,15,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153271039044076:0,Say hello to our limited edition White Out Collection. Disappearing as fast as it arrives. http://brstyl.es/1EYfYfX,White Out,Photo,,5/18/2015 15:39,14792,0,,22368,0,617,0.04,5,228,10,102,267,,71,243
19-May,19-May,1,2015,5,19,12,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153273312774076:0,This chambray shirtdress is going to be your new best friend. Snap c/o With Love From Kat.   Shop the look here: http://brstyl.es/1dhKjPV,Influencer,Photo,,5/19/2015 12:01,14808,0,,22938,0,825,0.06,2,329,19,94,391,,107,350
20-May,20-May,1,2015,5,20,11,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153275396714076:0,Guys - it's time to update your summer look.   Shop pants: http://brstyl.es/1GCR8F5 Shop shirt: http://brstyl.es/1QGhprH,Product,Photo,,5/20/2015 11:27,8596,0,,12501,0,317,0.04,5,133,5,1,177,,29,143
21-May,21-May,1,2015,5,21,12,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153278177934076:0,Have you seen? We're repurposing boxes into art + donating to support  ocean and beach conservation along the California coastline aka our home state. Learn more at http://on.fb.me/1F4gyZB,Social Good,Photo,,5/21/2015 12:37,11304,0,,16905,0,481,0.04,5,256,19,10,199,,71,280
22-May,22-May,1,2015,5,22,10,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153280578064076:0,We're letting shape and texture take the spotlight in these white on white looks c/o 9to5 Chic #thenewBR http://r29.co/1FDnJfg,Influencer,Photo,,5/22/2015 10:13,9320,0,,12995,0,305,0.03,2,109,5,2,187,,16,116
23-May,23-May,1,2015,5,23,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153283774554076:0,"Ready for you, Memorial Day weekend.   Shop your summer look here: http://brstyl.es/1IPL9z1",Product,Photo,,5/23/2015 9:59,19136,0,,29679,0,988,0.05,7,541,18,119,344,,132,566
24-May,24-May,1,2015,5,24,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153283853044076:0,Savoring the unofficial start of summer. http://brstyl.es/1KuOH91,Lifestyle,Photo,,5/24/2015 9:00,10124,0,,15162,0,368,0.04,,194,8,9,154,,24,202
25-May,25-May,1,2015,5,25,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153283855124076:0,Celebrating today with friends and family. What are you doing this Memorial Day?,Holiday,Photo,,5/25/2015 9:00,15072,0,,25020,0,474,0.03,11,206,2,,193,,101,219
26-May,26-May,1,2015,5,26,9,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153298419539076:0,Channeling some west coast vibes today c/o Gal Meets Glam.  Shop the eyelet dress here: http://brstyl.es/1AfkOJp,Product,Photo,,5/26/2015 9:48,15416,0,,24337,0,824,0.05,8,374,16,123,305,,132,398
27-May,27-May,1,2015,5,27,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153307236394076:0,Feeling this pullover for these breezy summer nights.  Shop pullover: http://brstyl.es/1DytEfV,Product,Photo,,5/27/2015 9:35,8268,0,,13187,0,321,0.04,4,186,6,10,123,,30,196
28-May,28-May,1,2015,5,28,8,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153315263649076:0,Styling these light layers like a pro c/o VivaLuxury Style Blog.  Shop hat: http://brstyl.es/19T9iXJ  Shop pullover: http://brstyl.es/1HItGd2  Shop shirt: http://brstyl.es/1LFFf3j  Shop shorts: http://brstyl.es/1HIWj75,Product,Photo,,5/28/2015 8:56,8700,0,,14090,0,439,0.05,3,264,14,25,139,,51,281
29-May,29-May,1,2015,5,29,9,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153320489854076:0,"Our weekend look, deconstructed. #thenewBR   Shop blazer: http://brstyl.es/1DyHaju Shop denim: http://brstyl.es/19SSMqC",Product,Photo,,5/29/2015 9:15,10400,0,,16955,0,602,0.06,10,414,20,13,160,,71,444
30-May,30-May,1,2015,5,30,8,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153321986259076:0,Ready to take on Saturday with this bag. c/o The Fashionisha http://brstyl.es/1DyCNoD,Bags,Photo,,5/30/2015 8:12,8220,0,,13782,0,383,0.05,2,232,3,23,123,,39,237
31-May,31-May,1,2015,5,31,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153321987604076:0,The search for the perfect long summer dress can end here... Shop our Shibori Dye Dress: http://brstyl.es/1PXhDYg,Product,Photo,,5/31/2015 9:00,8688,0,,14940,0,384,0.04,2,165,3,95,116,,50,170
3-Jun,3-Jun,2,2015,6,3,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153329928334076:0,Bold color + classic shape c/o VivaLuxury Style Blog  = ?  Shop the Pleated Halter Dress: http://brstyl.es/1KkevHD,,Photo,,6/3/2015 9:10,25144,0,,41697,0,1898,0.08,21,545,27,417,1065,,361,593
19-Jun,19-Jun,1,2015,6,19,8,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153368196419076:0,Pair a bold romper with a blazer for an effortlessly cool look. http://brstyl.es/1dGyPoP,,Photo,,6/19/2015 8:37,15968,0,,26801,0,1121,0.07,16,459,17,185,459,,224,492
10-Jun,10-Jun,4,2015,6,10,11,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153345238529076:0,Ready to take on summer in the city in this bold dress! http://brstyl.es/1HZkewF,,Photo,,6/10/2015 11:00,12424,0,,20585,0,819,0.07,2,347,13,76,343,,146,362
2-Jun,2-Jun,1,2015,6,2,8,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153327856429076:0,Shorts for him ?? http://brstyl.es/1JmXDOP  Shorts for her ?? http://brstyl.es/1G1VkQe,,Photo,,6/2/2015 8:53,7896,0,,12728,0,519,0.07,1,235,6,20,265,,32,242
30-Jun,30-Jun,1,2015,6,30,9,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153399460489076:0,It's #Shoesday! http://brstyl.es/1HbyIyU,,Photo,,6/30/2015 9:10,13224,0,,22811,0,835,0.06,12,497,22,101,210,,147,531
25-Jun,25-Jun,2,2015,6,25,7,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153385797664076:0,"Freshen up! Shop our new arrivals early, exclusively online, before they hit stores on 7/1. http://brstyl.es/1IfStV4",,Photo,,6/25/2015 7:54,16608,0,,28648,0,1034,0.06,11,317,7,333,322,,244,335
8-Jun,8-Jun,1,2015,6,8,13,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153340811939076:0,Taking things from day to night with our soft + lightweight bomber jacket: http://brstyl.es/1dfaYMR,,Photo,,6/8/2015 13:18,9760,0,,15799,0,598,0.06,3,239,10,45,314,,65,252
15-Jun,15-Jun,1,2015,6,15,12,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153358582599076:0,"Modern fit, unique details, premium fabric. Say hello to our limited-edition collection created just for special occasions. http://brstyl.es/monogram",,Photo,,6/15/2015 12:03,17152,0,,28958,0,1033,0.06,16,140,4,259,588,,251,160
29-Jun,29-Jun,2,2015,6,29,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153396760959076:0,Channel your inner bohemian with this comfy + sophisticated look. http://brstyl.es/1Gmb7pE,,Photo,,6/29/2015 9:05,10300,0,,16736,0,607,0.06,6,279,11,67,242,,91,296
28-Jun,28-Jun,1,2015,6,28,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153391079819076:0,Ready to brunch! http://brstyl.es/1HbxoMt,,Photo,,6/28/2015 9:00,10212,0,,16991,0,599,0.06,4,242,10,76,246,,106,256
4-Jun,4-Jun,1,2015,6,4,10,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153332162794076:0,Today's perfect ring stack. Build your own: http://brstyl.es/1AwtyL0,,Photo,,6/4/2015 10:09,8472,0,,13898,0,493,0.06,1,228,3,28,247,,25,232
26-Jun,26-Jun,2,2015,6,26,10,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153388838989076:0,Taking this sharp look to happy hour.   Shirt: http://brstyl.es/1HbN40p  Blazer: http://brstyl.es/1MSep82  Pants: http://bit.ly/1Ic2532,,Photo,,6/26/2015 10:21,7588,0,,12140,0,433,0.06,11,234,11,11,195,,47,256
6-Jun,6-Jun,2,2015,6,6,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153336079134076:0,Dress it up today with our Laney Lace Up Sandal http://brstyl.es/1SALcDm,,Photo,,6/6/2015 12:00,8992,0,,14442,0,509,0.06,5,210,11,22,261,,51,226
25-Jun,25-Jun,2,2015,6,25,13,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153386572599076:0,All about this backpack + heels combo.   Bag: http://brstyl.es/1N9RYfj  Shoes: http://brstyl.es/1LzvqDH,,Photo,,6/25/2015 13:14,9932,0,,16336,0,562,0.06,8,219,7,100,233,,88,234
18-Jun,18-Jun,1,2015,6,18,9,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153365416854076:0,Wendy's Lookbook is looking white-hot in our cropped moto jacket + eyelet tunic. <3   Jacket: http://brstyl.es/19fU4ey  Tunic: http://brstyl.es/1IYUTbT,,Photo,,6/18/2015 9:45,9024,0,,14407,0,508,0.06,7,218,13,27,244,,58,238
13-Jun,13-Jun,1,2015,6,13,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153350725349076:0,All about these layers. Photo c/o Fashion Jackson.   Shop our military shirt: http://brstyl.es/1dwrwA4,,Photo,,6/13/2015 9:00,11380,0,,18244,0,639,0.06,6,297,6,35,294,,63,309
20-Jun,20-Jun,1,2015,6,20,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153370915349076:0,We're one day away from official Summer! Stand out in bright whites and modern prints this solstice. http://brstyl.es/1KBjyA6,,Photo,,6/20/2015 9:04,9016,0,,14364,0,494,0.06,4,239,8,27,218,,62,251
7-Jun,7-Jun,1,2015,6,7,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153336136509076:0,The perfect blush look for all of your Sunday fun.   Shorts: http://brstyl.es/1dhdjXF  Tank: http://brstyl.es/1Joqfsx Sweater: http://brstyl.es/1MpunH0,,Photo,,6/7/2015 9:00,14608,0,,23731,0,798,0.06,9,340,12,113,330,,119,361
21-Jun,21-Jun,2,2015,6,21,11,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153370957874076:0,"One in every color, please! Photo c/o Nicholas from our Avenue West Cobb store in Atlanta.  Shop tee: http://brstyl.es/1ERoLEg",,Photo,,6/21/2015 11:00,8016,0,,12978,0,437,0.06,17,222,10,17,178,,66,249
24-Jun,24-Jun,1,2015,6,24,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153382916779076:0,The Style Pusher is making waves on the streets of Milan in #thenewBR. Photo C/O Harper's Bazaar España   Get a similar look here: http://brstyl.es/patio,,Photo,,6/24/2015 9:07,10732,0,,17816,0,578,0.05,13,272,8,72,208,,86,293
10-Jun,10-Jun,4,2015,6,10,6,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153344899309076:0,Keeping cool in chambray.   Shop the chambray range: http://brstyl.es/1IsAn0u,,Photo,,6/10/2015 6:56,7204,0,,11088,0,378,0.05,,150,5,13,204,,24,155
22-Jun,22-Jun,1,2015,6,22,9,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153377491649076:0,A fresh take on your favorite staple. C/o Claire Liu.  Shop Eyelet Tunic: http://brstyl.es/1GahDj5,,Photo,,6/22/2015 9:43,7472,0,,11859,0,389,0.05,2,163,10,13,202,,44,175
5-Jun,5-Jun,2,2015,6,5,7,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153334016069076:0,We've hit peak season for polos! Shop the range: http://brstyl.es/1EvKCfc,,Photo,,6/5/2015 7:56,10960,0,,17420,0,567,0.05,12,270,9,20,262,,60,291
12-Jun,12-Jun,2,2015,6,12,11,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153350689989076:0,The perfect summer clutch. http://brstyl.es/1GC0gNO,,Photo,,6/12/2015 11:41,9452,0,,14586,0,469,0.05,,187,,33,246,,31,187
5-Jun,5-Jun,2,2015,6,5,13,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153334601324076:0,"We’re thinking outside the bottle and pairing up with Boxed Water is Better for our latest window displays in select stores, because Boxed Water is better.",,Photo,,6/5/2015 13:15,10296,0,,16681,0,508,0.05,15,174,19,,255,,105,208
27-Jun,27-Jun,1,2015,6,27,9,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153391070949076:0,The perfect summer pair.   Shop the shirt: http://brstyl.es/1MvXKXx  Shop the jacket: http://brstyl.es/1TgSyfE,,Photo,,6/27/2015 9:01,6364,0,,9966,0,310,0.05,6,144,2,3,146,,23,152
29-Jun,29-Jun,2,2015,6,29,12,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153397144609076:0,Marissa Webb shares her tips on mastering an easy-yet-polished summer look (like throwing on a tailored blazer) in this week's #WWWAskMarissa. http://brstyl.es/1KplVJU,,Photo,,6/29/2015 12:17,8384,0,,13524,0,405,0.05,1,169,4,42,175,,59,174
12-Jun,12-Jun,2,2015,6,12,14,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153350692934076:0,Channeling our inner aloha in this flowy hibiscus dress. Pick up the look here: http://brstyl.es/1GC0Fj7,,Photo,,6/12/2015 14:00,14648,0,,23269,0,707,0.05,3,205,3,152,320,,116,211
14-Jun,14-Jun,1,2015,6,14,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153350728264076:0,Check a few items off his summer wish list this Father's Day!   Pants: http://brstyl.es/1L2YMtH  Shirt: http://brstyl.es/1MvXKXx  Jacket: http://brstyl.es/1TgSyfE,,Photo,,6/14/2015 9:00,10040,0,,16419,0,478,0.05,6,167,9,18,282,,49,182
16-Jun,16-Jun,1,2015,6,16,10,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153360748569076:0,Can't go wrong with a classic white sneaker. #Shoesday http://brstyl.es/1fd9F22,,Photo,,6/16/2015 10:07,7996,0,,12166,0,370,0.05,6,156,4,9,210,,19,166
6-Jun,6-Jun,2,2015,6,6,7,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153336066114076:0,All packed and ready for a full day at the beach! Check out our summer faves: http://brstyl.es/1AMrMWE,,Photo,,6/6/2015 7:15,13304,0,,20927,0,579,0.04,3,183,4,108,286,,57,190
26-Jun,26-Jun,2,2015,6,26,11,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153388908139076:0,?? #LoveWins. Celebrating #equality today and always. Photo taken at James Goldcrown's #LoveWall.,,Photo,,6/26/2015 11:08,9152,0,,16573,0,389,0.04,8,153,13,,184,,61,174
3-Jun,3-Jun,2,2015,6,3,12,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153330242799076:0,Celebrating love in all its forms #PrideMonth,,Photo,,6/3/2015 12:28,21232,0,,39906,0,882,0.04,7,450,21,,315,,175,478
21-Jun,21-Jun,2,2015,6,21,8,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153370926869076:0,"Happy #FathersDay! Without you, #dadjokes wouldn't be possible.   For last minute gift ideas, shop our gift guide: http://brstyl.es/dad",,Photo,,6/21/2015 8:00,6844,0,,10134,0,282,0.04,4,93,7,,167,,31,104
23-Jun,23-Jun,1,2015,6,23,10,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153380647054076:0,Peep toe mules = the perfect #Shoefie look. http://brstyl.es/1IFPLqk,,Photo,,6/23/2015 10:57,7188,0,,11396,0,284,0.04,7,91,7,12,163,,36,105
11-Jun,11-Jun,2,2015,6,11,10,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153347525774076:0,They're here! Pop by one of our stores today and be the first to shop our new summer arrivals.,,Photo,,6/11/2015 10:29,7524,0,,10902,0,284,0.04,2,85,4,,189,,19,91
11-Jun,11-Jun,2,2015,6,11,12,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153347851669076,Going into summer in style!   Shop our new arrivals: http://brstyl.es/1IvQudA,,Photo,,6/11/2015 12:07,9036,0,,14319,0,197,0.02,1,102,4,12,29,,75,107
1-Jun,1-Jun,1,2015,6,1,10,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153325796324076,5 staples you NEED to add to your closet this summer: #WWWAskMarissa http://bit.ly/1dGVaDh,,Status,,6/1/2015 10:10,10524,0,,17650,0,213,0.02,2,23,,158,,,50,25
10-Jun,10-Jun,4,2015,6,10,12,Wed,0,4,https://www.facebook.com/notes/banana-republic/just-in-event-instagram-sweepstakes-official-rules/10153345597029076,Just In Event Instagram Sweepstakes Official Rules,,Note,,6/10/2015 12:59,17888,0,,42015,0,192,0.01,,12,,,,,175,12
10-Jun,10-Jun,4,2015,6,10,12,Wed,0,4,https://www.facebook.com/notes/banana-republic/just-in-event-twitter-sweepstakes-official-rules/10153345581919076,Just In Event Twitter Sweepstakes Official Rules,,Note,,6/10/2015 12:49,17864,0,,44237,0,172,0.01,2,9,2,,,,156,13
4-Jul,4-Jul,1,2015,7,4,10,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153406602914076:0,"Happy 4th of July! We're adding some red, white and blue to our fave summer treats today.",4th of July,Photo,,7/4/2015 10:00,7932,0,,11415,0,377,0.05,1,109,,,309,,17,110
5-Jul,5-Jul,1,2015,7,5,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153406611549076:0,"For every Sunday outing, there is the Laney lace-up. http://brstyl.es/1f1w1Uy",accessories,Photo,,7/5/2015 9:15,11014,0,,17130,0,548,0.05,1,204,10,55,372,,48,215
6-Jul,6-Jul,1,2015,7,6,10,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153413817249076:0,Looking for a new stand out accessory?   Check out our Panama hat: http://brstyl.es/1Nv441Z,accessories,Photo,,7/6/2015 10:00,10892,0,,16447,0,624,0.06,3,239,8,53,384,,73,250
7-Jul,7-Jul,1,2015,7,7,10,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153416202164076:0,Spice things up this shoesday with a little metallic touch: http://brstyl.es/1eY5B68,accessories,Photo,,7/7/2015 10:06,7922,0,,11759,0,428,0.05,6,157,8,10,314,,27,171
13-Jul,13-Jul,2,2015,7,13,12,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153429529929076:0,Not leaving the house without our favorite pair of sunnies. http://brstyl.es/1JROTPS,accessories,Photo,,7/13/2015 12:49,10157,0,,17191,0,414,0.04,3,134,4,34,264,,65,141
22-Jul,22-Jul,2,2015,7,22,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153448838969076:0,Why choose just one when you could layer three? http://brstyl.es/1KkokG1,accessories,Photo,,7/22/2015 9:09,9781,0,,15631,0,461,0.05,6,184,6,25,249,,83,196
27-Jul,27-Jul,2,2015,7,27,11,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153450948829076:0,A little bit of fringe goes a long way! http://brstyl.es/1HLILWx,accessories,Photo,,7/27/2015 11:17,7704,0,,12196,0,321,0.04,3,139,4,39,148,,62,146
28-Jul,28-Jul,2,2015,7,28,10,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153450950529076:0,A #ShoesDay obsession that we just can't quit: the Adelia pump. http://brstyl.es/1IeB1zX,accessories,Photo,,7/28/2015 10:04,11430,0,,20701,0,381,0.03,2,186,1,58,129,,59,189
1-Jul,1-Jul,3,2015,7,1,7,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153402256534076,Banana Republic's cover photo,Cover Photo,Photo,,7/1/2015 7:00,14732,0,,26370,0,183,0.01,,,,,114,,145,0
9-Jul,9-Jul,2,2015,7,9,12,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153421223159076:0,"Yes, we <3 summer, but our design team has been hard at work perfecting the Holiday ‘15 Collection and thought you might enjoy a sneak peek: http://brstyl.es/1eJxOge",Holiday '15,Photo,,7/9/2015 12:58,35126,0,,61438,0,2282,0.07,28,480,23,1202,648,,814,531
3-Jul,3-Jul,2,2015,7,3,8,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153406588239076:0,"Friday at the beach? Yes, please. Image c/o HELEN BERKUN http://brstyl.es/1CHnpax",Influencer,Photo,,7/3/2015 8:26,9069,0,,13010,0,403,0.04,,119,2,26,311,,37,121
11-Jul,11-Jul,2,2015,7,11,8,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153425227199076:0,"Dress it up or down, this leaf-print jumpsuit is perfect for every summer occassion. Image c/o Style Me Perfect. http://brstyl.es/1HbmWiI",Influencer,Photo,,7/11/2015 8:34,12342,0,,20239,0,770,0.06,11,333,16,87,414,,122,360
14-Jul,14-Jul,2,2015,7,14,12,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153431428199076:0,Our latest obsession: this Laser Cut Top. Image c/o Fashion Jackson. http://brstyl.es/1S8UvHw,Influencer,Photo,,7/14/2015 12:52,12536,0,,19162,0,623,0.05,6,268,4,33,355,,110,278
21-Jul,21-Jul,1,2015,7,21,9,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153446459249076:0,The double pouch crossbody bag: the perfect carry-all. Image c/o Just-another-fashion-blog http://brstyl.es/1HS2AdW,Influencer,Photo,,7/21/2015 9:15,9856,0,,15721,0,435,0.04,7,131,3,76,244,,116,141
26-Jul,26-Jul,2,2015,7,26,11,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153450943499076:0,Pair a playful top with a fitted skirt for a perfectly balanced outfit.  Image of our Tiered Flutter Top c/o Just a Tina Bit. http://brstyl.es/1HLFyX0,Influencer,Photo,,7/26/2015 11:53,11669,0,,17954,0,553,0.05,7,198,4,95,307,,154,209
29-Jul,29-Jul,2,2015,7,29,14,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153463735214076:0,Too many amazing shoes to choose from!  Image c/o Chriselle Lim.   Shop: http://brstyl.es/1MSa2tT,Influencer,Photo,,7/29/2015 14:09,6100,0,,9385,0,238,0.04,1,123,5,22,113,,21,129
8-Jul,8-Jul,1,2015,7,8,9,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153418529284076:0,We're already thinking about this weekend's plans... http://brstyl.es/1H0QQZc,Laydown,Photo,,7/8/2015 9:05,9980,0,,15410,0,656,0.07,5,325,6,37,370,,80,336
17-Jul,17-Jul,1,2015,7,17,9,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153438011859076:0,Our bag's packed and we're ready to go with our weekend essentials.   Shop romper: http://brstyl.es/1IPrSOR  Shop scarf: http://brstyl.es/1IPs2Wz  Shop tote: http://brstyl.es/1HiHqWU,Laydown,Photo,,7/17/2015 9:51,12519,0,,18970,0,490,0.04,1,183,7,109,270,,49,191
3-Jul,3-Jul,2,2015,7,3,12,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153406599999076:0,Citrus and bubbles were made for summer sipping. What's your fave cocktail?,Lifestyle,Photo,,7/3/2015 12:00,16534,0,,29927,0,628,0.04,8,212,6,,389,,152,226
11-Jul,11-Jul,2,2015,7,11,12,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153425229459076:0,Don't forget your hoodie for those windy summer days.    Shop Ribbed Sweater: http://brstyl.es/1JAd0oR,menswear,Photo,,7/11/2015 12:00,8557,0,,12569,0,417,0.05,,151,11,8,338,,35,162
14-Jul,14-Jul,2,2015,7,14,8,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153431018469076:0,Things we love: fresh linen button downs. http://brstyl.es/1KKCe4g,menswear,Photo,,7/14/2015 8:43,9824,0,,15126,0,424,0.04,1,180,6,9,286,,36,187
20-Jul,20-Jul,2,2015,7,20,15,Mon,0,2,https://www.facebook.com/BananaRepublic/posts/10153444835024076:0,There's no such thing as Monday blues when you look this good. http://brstyl.es/1SpO7vH,menswear,Photo,,7/20/2015 15:00,7192,0,,10362,0,308,0.04,1,115,4,3,228,,37,120
22-Jul,22-Jul,2,2015,7,22,13,Wed,0,4,https://www.facebook.com/BananaRepublic/posts/10153448848959076:0,"You'll be wanting to wear these jeans every day, we promise. http://brstyl.es/1Dju2jJ",menswear,Photo,,7/22/2015 13:00,7388,0,,10561,0,314,0.04,6,118,4,17,195,,61,128
23-Jul,23-Jul,1,2015,7,23,9,Thu,0,5,https://www.facebook.com/BananaRepublic/posts/10153449368674076:0,Taking our Aiden Chinos out for a spin. http://brstyl.es/1ehhDX4,menswear,Photo,,7/23/2015 9:15,6027,0,,8426,0,245,0.04,6,89,2,5,178,,32,97
25-Jul,25-Jul,1,2015,7,25,8,Sat,1,7,https://www.facebook.com/BananaRepublic/posts/10153450935574076:0,"Ahh, weekend, you are too good.  Shop our men's lightest layers for excellent weekend style: http://brstyl.es/1gEhT44",menswear,Photo,,7/25/2015 8:36,7467,0,,11051,0,269,0.04,4,115,6,10,154,,33,125
28-Jul,28-Jul,2,2015,7,28,12,Tue,0,3,https://www.facebook.com/BananaRepublic/posts/10153450953459076:0,All in favor of the check shirt... right this way --> http://brstyl.es/1fhIcfB,menswear,Photo,,7/28/2015 12:21,5369,0,,7900,0,142,0.03,,51,1,,115,,12,52
31-Jul,31-Jul,1,2015,7,31,6,Fri,0,6,https://www.facebook.com/BananaRepublic/posts/10153464132434076:0,Light and fresh. Find your perfect summer shirt: http://brstyl.es/1aLlw5K,menswear,Photo,,7/31/2015 6:34,4674,0,,6912,0,160,0.03,1,79,4,2,83,,24,84
19-Jul,19-Jul,1,2015,7,19,9,Sun,1,1,https://www.facebook.com/BananaRepublic/posts/10153438121674076:0,"Treat yourself, especially on #NationalIceCreamDay",National Ice Cream Day,Photo,,7/19/2015 9:00,21005,0,,36689,0,749,0.04,10,323,13,,332,,197,346
